1.541999999999955264e+02 1.585999999999952763e+02 1.577999999999953218e+02 1.559999999999954241e+02 1.511999999999956970e+02
2.914000000000266937e+02 2.949500000000262503e+02 2.952500000000265459e+02 2.923000000000263867e+02 2.589000000000201567e+02
3.558249999999680995e+02 3.595249999999675197e+02 3.598999999999677470e+02 3.551499999999692250e+02 3.287499999999566285e+02
3.877624999999390525e+02 3.915624999999383817e+02 3.905249999999398938e+02 3.856999999999414399e+02 3.657249999999229999e+02
4.024624999999925308e+02 4.069749999999944521e+02 4.062874999999972374e+02 4.017624999999998749e+02 3.850187499999931902e+02
4.162343750000426326e+02 4.199687500000417231e+02 4.191812500000441446e+02 4.157906250000509090e+02 3.964625000000348223e+02
4.311562499998254907e+02 4.344999999998302656e+02 4.341234374998267072e+02 4.318671874998169642e+02 4.170656249997350073e+02
4.324242187498070393e+02 4.357156249998125759e+02 4.353874999998083126e+02 4.327499999998041176e+02 4.185585937497132818e+02
4.332265624998537419e+02 4.364515624998554131e+02 4.362230468748569479e+02 4.335882812498529120e+02 4.194136718747630539e+02
4.339066406248933276e+02 4.370847656248922704e+02 4.368927734373959311e+02 4.341785156248872681e+02 4.199044921872916234e+02
4.341270507810920094e+02 4.373163085935883601e+02 4.371277343748412250e+02 4.343532226560965910e+02 4.200601562497553800e+02
4.341698242185820504e+02 4.373811035154482738e+02 4.371775878904546175e+02 4.344178222654565502e+02 4.200965332028719104e+02
4.344944580079468892e+02 4.377148437501340936e+02 4.375494140626759076e+02 4.347079833985392838e+02 4.205571533204883963e+02
4.350114868170221598e+02 4.382774902350330990e+02 4.380620239264345628e+02 4.352166137701067328e+02 4.212882568367942895e+02
4.350168457037209464e+02 4.382847106939905757e+02 4.380702941900756286e+02 4.352218078618842583e+02 4.212942077645064956e+02
4.351080902102169716e+02 4.383943756105742295e+02 4.381766204836248448e+02 4.353327880860801997e+02 4.214398712161122944e+02
4.351706100475743710e+02 4.384582473766627118e+02 4.382362350475014523e+02 4.353944808970580880e+02 4.214829818734929745e+02
