3.010000000000015774e+01 4.370000000000035101e+01 4.410000000000035669e+01 4.440000000000036096e+01 3.800000000000027001e+01 3.340000000000020464e+01
7.804999999999756710e+01 8.094999999999824070e+01 8.414999999999808722e+01 8.184999999999823217e+01 7.799999999999799627e+01 6.174999999999859313e+01
1.007000000000027171e+02 1.100000000000048459e+02 1.125750000000045503e+02 1.108250000000048203e+02 1.077000000000047493e+02 1.000000000000066507e+02
1.110375000000050676e+02 1.192125000000069406e+02 1.208750000000064375e+02 1.204250000000070031e+02 1.178125000000070486e+02 1.121750000000094190e+02
1.230374999999941537e+02 1.283249999999986528e+02 1.298812499999982606e+02 1.292062499999990166e+02 1.285562499999972772e+02 1.215000000000009379e+02
1.317656250000033253e+02 1.391250000000379430e+02 1.400406250000352202e+02 1.397406250000373404e+02 1.366000000000265402e+02 1.315218750000078387e+02
1.362937500000197986e+02 1.419234375000481236e+02 1.440015625000496300e+02 1.429625000000490616e+02 1.404562500000405691e+02 1.352578125000214300e+02
1.379835937499952081e+02 1.443304687500130967e+02 1.458320312500229932e+02 1.451757812500168541e+02 1.425718750000097828e+02 1.379039062499829242e+02
1.388160156249830948e+02 1.452050781250003695e+02 1.467613281250094701e+02 1.460468750000041780e+02 1.434246093749973738e+02 1.390824218749657746e+02
1.401693359375618684e+02 1.460343750000486409e+02 1.475996093750582645e+02 1.471027343750656371e+02 1.444792968750587647e+02 1.403978515625423427e+02
1.420977539064241171e+02 1.478485351564042389e+02 1.497750976564348946e+02 1.490505859376790170e+02 1.465336914064283462e+02 1.417668945313720315e+02
1.425407226563209804e+02 1.485172851562485334e+02 1.504013183594140912e+02 1.497025390625272223e+02 1.470450683594342820e+02 1.422010742187709411e+02
1.427388671875248463e+02 1.487215087890134839e+02 1.505802246093724364e+02 1.499096435546665020e+02 1.473052246093737097e+02 1.424801269530809691e+02
1.429511718752225704e+02 1.489512451173524425e+02 1.507476806642158920e+02 1.500994262696870010e+02 1.475450439455345588e+02 1.427625122072502108e+02
1.431003906253615412e+02 1.490797058108314559e+02 1.508751892092565186e+02 1.502166259768274017e+02 1.476869873050417539e+02 1.429461303714837186e+02
1.431073547366637229e+02 1.490863769533847289e+02 1.508800750734961298e+02 1.502214385988797858e+02 1.476932037356826584e+02 1.429528076175525939e+02
1.431283187868785944e+02 1.491083038331858575e+02 1.509064407350190038e+02 1.502422958375716178e+02 1.477217681887012475e+02 1.429852600100098243e+02
