5.610000000000052722e+01 7.330000000000011084e+01 7.889999999999979252e+01 7.769999999999986073e+01 7.749999999999987210e+01 7.470000000000003126e+01
7.604999999999940030e+01 9.324999999999897682e+01 9.664999999999878355e+01 9.559999999999884324e+01 9.474999999999889155e+01 9.239999999999902514e+01
1.067500000000063807e+02 1.207000000000052182e+02 1.235000000000048885e+02 1.235750000000052040e+02 1.225750000000052182e+02 1.189500000000050619e+02
1.243125000000103739e+02 1.331000000000022396e+02 1.363624999999983061e+02 1.363874999999985675e+02 1.350000000000000853e+02 1.332875000000022965e+02
1.303875000000048487e+02 1.398312499999961176e+02 1.432999999999919964e+02 1.446374999999910642e+02 1.416999999999939917e+02 1.397062499999964587e+02
1.354062500000231068e+02 1.447750000000141029e+02 1.477093750000080377e+02 1.480875000000036152e+02 1.470906250000136026e+02 1.444125000000135799e+02
1.377984375000318096e+02 1.470531250000223906e+02 1.499093750000160412e+02 1.504125000000120735e+02 1.494250000000220950e+02 1.464437500000209695e+02
1.425898437499620854e+02 1.527460937499395470e+02 1.558062499999302304e+02 1.560382812499302077e+02 1.549945312499410477e+02 1.515414062499467889e+02
1.443710937499361648e+02 1.538425781249235911e+02 1.569621093749134104e+02 1.572183593749130353e+02 1.566300781249172474e+02 1.532707031249216243e+02
1.461242187500382101e+02 1.563677734375705768e+02 1.594033203125555076e+02 1.598917968750686498e+02 1.587228515625390628e+02 1.559599609375781597e+02
1.466146484375667569e+02 1.567683593750938940e+02 1.597561523438260451e+02 1.601831054688356062e+02 1.590798828125598448e+02 1.564121093751044782e+02
1.470371582030933837e+02 1.570730468750229534e+02 1.601146972656175649e+02 1.605362792968783765e+02 1.594023925781097546e+02 1.566978027344129600e+02
1.470684082030861077e+02 1.571075439453274214e+02 1.601608154296693272e+02 1.605732421874947704e+02 1.594393554687261485e+02 1.567269775390936672e+02
1.471169921875063551e+02 1.571667602539763209e+02 1.602061523437740505e+02 1.606137817383137758e+02 1.595016845703466970e+02 1.567681274414757411e+02
1.471397949219025918e+02 1.571935729981419172e+02 1.602275207519970763e+02 1.606456909180309935e+02 1.595226440430224670e+02 1.567923706055608193e+02
1.471445007324319363e+02 1.571990142823013343e+02 1.602329101562738742e+02 1.606500885010224238e+02 1.595261535644937680e+02 1.567960113526175689e+02
1.471571395873653216e+02 1.572109771728817691e+02 1.602466125488009538e+02 1.606621688842782021e+02 1.595387283325133296e+02 1.568134002685684152e+02
