11,4,4,-1.36350412032512,70,[118.71442108 127.7609436  130.63197021 131.36808319 131.09428558
 129.60522766 127.54757996]
10,4,4,-1.364291737226625,64,[119.76101532 127.2302063  129.54213409 129.97152252 129.07015533
 127.37049103 124.75672607]
9,4,4,-1.3626873027859276,56,[186.87728119 192.06228027 193.76499939 193.41197815 191.88132782
 189.47410889 181.83540497]
