18,3,3,-1.2601498442499264,64,[162.53040161 184.37192688 191.00409393 193.42807617 193.7063736
 192.93229218 191.16290588]
17,3,3,-1.2740265366178884,60,[140.38951874 159.57675171 164.88894501 166.96897736 167.05970764
 165.81016846 163.85597382]
16,3,3,-1.2799461404692976,56,[116.5576828  132.00731964 136.66030273 138.26295013 138.06773834
 136.50559082 133.90917664]
15,3,3,-1.28683023574282,54,[216.55982513 231.51777191 235.62111816 237.11404266 236.47093048
 234.75061645 231.87608185]
