1.351999999999966064e+02 1.545999999999955037e+02 1.924999999999933493e+02 1.949999999999932072e+02 2.003999999999929003e+02 1.991999999999929685e+02 2.012999999999928491e+02 2.004999999999928946e+02 1.993999999999929571e+02 1.969999999999930935e+02 1.970999999999930878e+02
1.652000000000034277e+02 2.005000000000059401e+02 2.230000000000002842e+02 2.387500000000031548e+02 2.419000000000023363e+02 2.433500000000030070e+02 2.431000000000023533e+02 2.429000000000025352e+02 2.431000000000028933e+02 2.406000000000030070e+02 2.385500000000025125e+02
1.833250000000075488e+02 2.316750000000130285e+02 2.527250000000070429e+02 2.616750000000018872e+02 2.654999999999968736e+02 2.688749999999941451e+02 2.690999999999933721e+02 2.677999999999947818e+02 2.671999999999956117e+02 2.667749999999966803e+02 2.631250000000000000e+02
2.008499999999916099e+02 2.514124999999950774e+02 2.691374999999921442e+02 2.773624999999876195e+02 2.809749999999827992e+02 2.818999999999822990e+02 2.825624999999811280e+02 2.821999999999816851e+02 2.811499999999829242e+02 2.805124999999841862e+02 2.815999999999831971e+02
2.096874999999835723e+02 2.634750000000180989e+02 2.839750000000461228e+02 2.889125000000296382e+02 2.932187500000273417e+02 2.936187500000249315e+02 2.939875000000226919e+02 2.938812500000241812e+02 2.935375000000279897e+02 2.937312500000322757e+02 2.911000000000177579e+02
2.160343750000066620e+02 2.711000000000458385e+02 2.886593750000631644e+02 2.951125000000521936e+02 2.980781250000450200e+02 2.992875000000455543e+02 3.008437500000476348e+02 2.997000000000453497e+02 2.996968750000503974e+02 2.980187500000478735e+02 2.972250000000400405e+02
2.361906250000799901e+02 2.964874999996764018e+02 3.158640624996672841e+02 3.248906249996188649e+02 3.282781249996055521e+02 3.300562499995978101e+02 3.304078124996174211e+02 3.303187499995997882e+02 3.296968749996138399e+02 3.283453124996065640e+02 3.270281249996063480e+02
2.401101562500229534e+02 2.998624999996272891e+02 3.204617187496003794e+02 3.290374999995585199e+02 3.317757812495546546e+02 3.329218749995561097e+02 3.335578124995715825e+02 3.337585937495497319e+02 3.328140624995684789e+02 3.317976562495563257e+02 3.305749999995547341e+02
2.425167968749879321e+02 3.015246093747240366e+02 3.218910156246835754e+02 3.308214843746623615e+02 3.335253906246564952e+02 3.351046874996831662e+02 3.353550781246761971e+02 3.353714843746436145e+02 3.345984374996723432e+02 3.335042968746556653e+02 3.328546874996874294e+02
2.434382812500415696e+02 3.028847656248032081e+02 3.232521484372628038e+02 3.318314453122211489e+02 3.345322265622151008e+02 3.359671874997333703e+02 3.365480468747456371e+02 3.362955078121973997e+02 3.355574218747281634e+02 3.345791015622182272e+02 3.337011718747367013e+02
2.443510742188447011e+02 3.035942382808880211e+02 3.242270507807858166e+02 3.325732421870484359e+02 3.352114257808069624e+02 3.367764648432949457e+02 3.371744140620997996e+02 3.369845703120369649e+02 3.362633789058137950e+02 3.352776367183055868e+02 3.344202148433192860e+02
2.444222167969531370e+02 3.036591796871229008e+02 3.242993652338939796e+02 3.326511718745302915e+02 3.352813476557906824e+02 3.368641601557745275e+02 3.372304199214617597e+02 3.370710449213918309e+02 3.363537109370427629e+02 3.353708007807838953e+02 3.344745605464316327e+02
2.445639160156701450e+02 3.038576171873077101e+02 3.244939941403252419e+02 3.328559326169084898e+02 3.354697753903411694e+02 3.370686767575274985e+02 3.374443847654110300e+02 3.372941162106620823e+02 3.365579345700454610e+02 3.355741210934732521e+02 3.346700195309886681e+02
2.445869018555353023e+02 3.038837036131132550e+02 3.245163330075335466e+02 3.328736450192687357e+02 3.354967407223975329e+02 3.370873413083261312e+02 3.374652099607429250e+02 3.373163452145890346e+02 3.365830322263188350e+02 3.356020507809992637e+02 3.346916992185088588e+02
2.446087890625869363e+02 3.039055236813913439e+02 3.245366210933954676e+02 3.328910034176415706e+02 3.355108642575011686e+02 3.371103881832402749e+02 3.374859985348842315e+02 3.373370727535743185e+02 3.366038696285849596e+02 3.356200317379635294e+02 3.347116210934346441e+02
2.446299072265707650e+02 3.039253143307316805e+02 3.245481994624929598e+02 3.329058807369220858e+02 3.355266967769734379e+02 3.371274841304422125e+02 3.375050720211413022e+02 3.373522369380881401e+02 3.366210723873099369e+02 3.356331970211176099e+02 3.347257171627180696e+02
2.446396514892297773e+02 3.039346282957142193e+02 3.245576278683951728e+02 3.329148803708452533e+02 3.355388885496160469e+02 3.371360519406284766e+02 3.375141525266477061e+02 3.373599502560741712e+02 3.366306091306161079e+02 3.356424392697904864e+02 3.347351867673513652e+02
