140,9,0.741,-0.806
140,16,0.398,-1.229
140,25,0.243,-1.377
140,36,0.162,-1.436
140,49,0.114,-1.455
140,64,0.084,-1.468
140,81,0.064,-1.473
140,100,0.05,-1.476
140,121,0.04,-1.477
140,144,0.032,-1.477
140,169,0.027,-1.478
