13,4,4,-1.361706033231453,82,[113.44872131 127.1000412  130.80783386 132.46705475 132.69621887
 131.99434967 130.62756195 128.6613205 ]
12,4,4,-1.3626515160161665,76,[113.34286652 124.93415222 128.16947327 129.60926208 129.32563629
 128.25913849 126.58099823 124.09958038]
11,4,4,-1.3630542099430734,70,[211.48534088 220.25044861 223.11792145 223.96572266 223.52546844
 222.1677124  219.84265594 215.66307678]
