6.700000000000046896e+01 8.639999999999936620e+01 9.299999999999899103e+01 9.479999999999888871e+01 9.629999999999880345e+01 9.019999999999915019e+01 9.139999999999908198e+01
8.794999999999927809e+01 1.110499999999979650e+02 1.140499999999977945e+02 1.167999999999976382e+02 1.170499999999976239e+02 1.148999999999977462e+02 1.106999999999979849e+02
1.007500000000021885e+02 1.216250000000003695e+02 1.249500000000002728e+02 1.267749999999999062e+02 1.269499999999998749e+02 1.256000000000001791e+02 1.244500000000011113e+02
1.094500000000041666e+02 1.306124999999994429e+02 1.335749999999958959e+02 1.362624999999926558e+02 1.349374999999938041e+02 1.330374999999961290e+02 1.318499999999984027e+02
1.163187499999979195e+02 1.362124999999943498e+02 1.420999999999881425e+02 1.429937499999865338e+02 1.427937499999866588e+02 1.410249999999888644e+02 1.371812499999935540e+02
1.276968749999875712e+02 1.461500000000305022e+02 1.492750000000142450e+02 1.518468750000187413e+02 1.509375000000162856e+02 1.494781250000196167e+02 1.471000000000296382e+02
1.316859375000020691e+02 1.499656250000443833e+02 1.530656250000280352e+02 1.545453125000285581e+02 1.544031250000288935e+02 1.523437500000300417e+02 1.509031250000434738e+02
1.364640624999325382e+02 1.526820312500048544e+02 1.568226562499733632e+02 1.587562499999672809e+02 1.581390624999745285e+02 1.566484374999674003e+02 1.543468749999933607e+02
1.373242187499200213e+02 1.532917968749959812e+02 1.574757812499638590e+02 1.592605468749599424e+02 1.589476562499627619e+02 1.572656249999584190e+02 1.551773437499812758e+02
1.376222656249373699e+02 1.536244140625153420e+02 1.578462890624854253e+02 1.596171874999807017e+02 1.592154296874783483e+02 1.575087890624725731e+02 1.554533203124973397e+02
1.379942382812090216e+02 1.538713867187797177e+02 1.582034179687562130e+02 1.598498046874942418e+02 1.595568359374982208e+02 1.578467773437422466e+02 1.556980468750115847e+02
1.383173339842587950e+02 1.542152343749496595e+02 1.585707519530456864e+02 1.602997070311394907e+02 1.598971679686689811e+02 1.582012207030347213e+02 1.559602050780755462e+02
1.384017333983016442e+02 1.543560058592918836e+02 1.586866455077062028e+02 1.604074218748644114e+02 1.600084716795805662e+02 1.583532958983118135e+02 1.560856933592963287e+02
1.384727783202428100e+02 1.544130249023137367e+02 1.587404174804125319e+02 1.604496093749037016e+02 1.600608398436918378e+02 1.584030273436706295e+02 1.561422973632552953e+02
1.385366699218648137e+02 1.544601379394669891e+02 1.587971862792935269e+02 1.604886596679088200e+02 1.601080322265482891e+02 1.584559387206730321e+02 1.561798828125090495e+02
1.385393798827922183e+02 1.544643920898417662e+02 1.588000152587751757e+02 1.604922760009031606e+02 1.601119201659869304e+02 1.584590881347237996e+02 1.561832641601527030e+02
1.385465988158707944e+02 1.544707626342516278e+02 1.588095504760248105e+02 1.605000305174758353e+02 1.601225830077440833e+02 1.584702941893695538e+02 1.561926681518168891e+02
