5.300000000000048317e+01 7.949999999999975842e+01 8.139999999999965041e+01 8.189999999999962199e+01 7.939999999999976410e+01 6.730000000000045191e+01
1.003999999999977888e+02 1.155499999999977092e+02 1.173499999999976069e+02 1.178499999999975785e+02 1.152999999999977234e+02 1.037999999999983771e+02
1.221000000000027228e+02 1.326250000000015916e+02 1.353500000000016996e+02 1.350500000000014893e+02 1.332750000000017963e+02 1.260500000000034362e+02
1.393874999999937074e+02 1.449374999999903935e+02 1.487624999999895010e+02 1.486249999999891429e+02 1.463999999999898591e+02 1.398249999999931106e+02
1.509687499999831743e+02 1.598624999999768193e+02 1.625562499999769557e+02 1.618937499999770750e+02 1.607124999999768420e+02 1.570187499999774730e+02
1.577093750000076966e+02 1.656999999999980560e+02 1.683781249999981355e+02 1.685093750000011426e+02 1.663687499999974193e+02 1.621812499999962540e+02
1.601312500000165073e+02 1.687453125000091347e+02 1.714453125000092939e+02 1.713843750000116017e+02 1.688703125000065199e+02 1.659484375000099590e+02
1.650101562499455099e+02 1.722687499999578620e+02 1.747624999999610225e+02 1.747523437499625913e+02 1.729148437499476643e+02 1.700085937499508759e+02
1.670812499999153715e+02 1.746191406249236593e+02 1.765207031249354372e+02 1.765917968749358238e+02 1.750218749999170029e+02 1.714230468749302929e+02
1.679466796874657462e+02 1.757658203124904048e+02 1.779222656250170189e+02 1.778466796875088676e+02 1.759884765624732665e+02 1.725005859374930139e+02
1.681124999999753982e+02 1.759333984375001592e+02 1.781748046875317186e+02 1.780781250000223395e+02 1.762571289062389042e+02 1.727461914062573101e+02
1.689971191403944317e+02 1.765058105467418841e+02 1.788118652342583914e+02 1.786860839842557880e+02 1.768195800779829483e+02 1.735892578123110184e+02
1.690756103513136566e+02 1.765750976561007519e+02 1.789058349607990124e+02 1.787715576170483871e+02 1.769042236326507407e+02 1.736774169919779922e+02
1.691384643552784439e+02 1.766228393553639648e+02 1.789560302733457604e+02 1.788208007811567484e+02 1.769581665037947289e+02 1.737204345701430555e+02
1.691505676267740910e+02 1.766353698729537598e+02 1.789741271971907395e+02 1.788350341796075043e+02 1.769782958983447259e+02 1.737409118650840014e+02
1.691719543454444192e+02 1.766601654050879517e+02 1.790026092527486981e+02 1.788605804441607745e+02 1.769984283445587891e+02 1.737592712400156074e+02
1.692035049434714153e+02 1.766771820065870600e+02 1.790206848142047988e+02 1.788814697263095184e+02 1.770276748654459311e+02 1.737882919308254657e+02
