16,4,4,-1.3355619040873135,102,[155.29037018 178.25339813 185.49478912 188.27601471 189.51773987
 189.71407166 189.07714081 187.87038117 186.45879364]
15,4,4,-1.3469044873917078,96,[168.68953552 188.44966583 194.28466949 196.71742249 197.63309021
 197.57045593 196.77795105 195.24730072 193.77849121]
14,4,4,-1.3535747308549622,88,[164.93791046 181.14538116 185.94032288 187.84202118 188.47884674
 187.97719879 186.91980286 185.2333252  182.86362457]
