134,9,0.744,-0.881
134,16,0.399,-1.258
134,25,0.244,-1.388
134,36,0.162,-1.436
134,49,0.114,-1.455
134,64,0.084,-1.466
134,81,0.064,-1.472
134,100,0.05,-1.474
134,121,0.04,-1.475
134,144,0.032,-1.475
134,169,0.026,-1.475
