1.641999999999949580e+02 2.084999999999924398e+02 2.272999999999913712e+02 2.316999999999911211e+02 2.346999999999909505e+02 2.372999999999908027e+02 2.364999999999908482e+02 2.376999999999907800e+02 2.341999999999909789e+02 2.325999999999910699e+02 2.321999999999910926e+02
2.015000000000034390e+02 2.346999999999983970e+02 2.493499999999963848e+02 2.603499999999976353e+02 2.655499999999979650e+02 2.672999999999976239e+02 2.683999999999981014e+02 2.660999999999972374e+02 2.653999999999980446e+02 2.637499999999981242e+02 2.615499999999977376e+02
2.318500000000103398e+02 2.824499999999791839e+02 2.943249999999630404e+02 3.096749999999527745e+02 3.064749999999607439e+02 3.076499999999609258e+02 3.097249999999605166e+02 3.087749999999584247e+02 3.077249999999595502e+02 3.071749999999586294e+02 3.073499999999560828e+02
2.405750000000024045e+02 2.909999999999714078e+02 3.080999999999505121e+02 3.171874999999459419e+02 3.184374999999498641e+02 3.202999999999494207e+02 3.204749999999507395e+02 3.205374999999477268e+02 3.196749999999486818e+02 3.178374999999489319e+02 3.156249999999485567e+02
2.511812499999927581e+02 2.991687500000011255e+02 3.188812499999897341e+02 3.240187499999707939e+02 3.281562499999852207e+02 3.296187499999833221e+02 3.299999999999853912e+02 3.298312499999815373e+02 3.286812499999814463e+02 3.277687499999850615e+02 3.266874999999888018e+02
2.570875000000142450e+02 3.039750000000186105e+02 3.245625000000104023e+02 3.291812499999895749e+02 3.329625000000027057e+02 3.335718749999977035e+02 3.339624999999998067e+02 3.336281249999953502e+02 3.325812499999956344e+02 3.315937499999989768e+02 3.309687500000043769e+02
2.605484374999638817e+02 3.092796874999414172e+02 3.277015624999647230e+02 3.336968749999238639e+02 3.362687499999545935e+02 3.378046874999361080e+02 3.381359374999390752e+02 3.378390624999340730e+02 3.376593749999217380e+02 3.361359374999328793e+02 3.342499999999566285e+02
2.619851562499429747e+02 3.118179687499044803e+02 3.298007812499341753e+02 3.360218749998900307e+02 3.385624999999212150e+02 3.396757812499088800e+02 3.399820312499122110e+02 3.397539062499062084e+02 3.392179687498990575e+02 3.377054687499100396e+02 3.363226562499264674e+02
2.628816406249951569e+02 3.132933593749903594e+02 3.307656249999903366e+02 3.372359374999606985e+02 3.395812499999805141e+02 3.408726562499785473e+02 3.412144531249839474e+02 3.408992187499728743e+02 3.402992187499619945e+02 3.388031249999739316e+02 3.378218750000137334e+02
2.633421875000219643e+02 3.139027343750258296e+02 3.312160156250165528e+02 3.376126953124826287e+02 3.401017578125108116e+02 3.413882812500085606e+02 3.417044921875124714e+02 3.412982421874961005e+02 3.407621093749889383e+02 3.394060546875090267e+02 3.381904296875351861e+02
2.636289062499552074e+02 3.141083984374779448e+02 3.315215820311954076e+02 3.378928710936673951e+02 3.403920898436932134e+02 3.416829101561899620e+02 3.419752929686994207e+02 3.415665039061836410e+02 3.410242187499279112e+02 3.397350585936824245e+02 3.384202148437316851e+02
2.639627929686274683e+02 3.144008789061598463e+02 3.318378417967467726e+02 3.381927246092225801e+02 3.407458984373608359e+02 3.420192871092366431e+02 3.423063476561223410e+02 3.419419921873462158e+02 3.413525390623514681e+02 3.400724121092288783e+02 3.388597167967543555e+02
2.641301269531583102e+02 3.145308349609683773e+02 3.320296386719253974e+02 3.383678222656356525e+02 3.409295166015943437e+02 3.421998291015922860e+02 3.425260498047644546e+02 3.421213867187632900e+02 3.415292236328285185e+02 3.402699462891003463e+02 3.390385253906708840e+02
2.641591796875603677e+02 3.145497192383297147e+02 3.320477294922547458e+02 3.383890625000304340e+02 3.409522338867717508e+02 3.422239868164585346e+02 3.425494750977550211e+02 3.421489624023827218e+02 3.415498901367540157e+02 3.402954956055303910e+02 3.390568115235004143e+02
2.642223327634969792e+02 3.146580749508166832e+02 3.321329406735779344e+02 3.384915161129300145e+02 3.410449890133793360e+02 3.423154541012740424e+02 3.426461425778636567e+02 3.422501953121618499e+02 3.416281372067750226e+02 3.403773559567879374e+02 3.391384521481962793e+02
2.642333221433388530e+02 3.146731719966588798e+02 3.321433349606485876e+02 3.385085906978273442e+02 3.410604705807044752e+02 3.423314422603941694e+02 3.426610687252689900e+02 3.422658111568302388e+02 3.416445648190185125e+02 3.403912963864235053e+02 3.391532135006803514e+02
2.642434478759116132e+02 3.146903411863678457e+02 3.321543609617894504e+02 3.385240402219833413e+02 3.410752410887370729e+02 3.423463851927457426e+02 3.426754974364214945e+02 3.422821960447697052e+02 3.416596206664108308e+02 3.404067428588216444e+02 3.391662216185499688e+02
