128,9,0.749,-0.885
128,16,0.4,-1.27
128,25,0.244,-1.389
128,36,0.162,-1.434
128,49,0.114,-1.454
128,64,0.083,-1.465
128,81,0.063,-1.47
128,100,0.049,-1.472
128,121,0.039,-1.472
128,144,0.032,-1.473
