120,9,0.741,-0.965
120,16,0.395,-1.288
120,25,0.24,-1.398
120,36,0.159,-1.436
120,49,0.111,-1.454
120,64,0.082,-1.462
120,81,0.062,-1.467
120,100,0.048,-1.468
120,121,0.038,-1.469
