21,3,3,-1.2296838794266562,74,[196.14175415 223.30738831 233.03828735 236.36975708 237.45082855
 237.21431427 236.10493469 234.17602386 231.13140564]
20,3,3,-1.2336929886957633,72,[377.97022247 404.14581757 413.38902893 416.47237396 417.48050385
 417.13123932 415.80091705 413.68114166 408.99198151]
19,3,3,-1.2502704030055445,68,[317.44496612 340.38494263 348.01178894 350.83039856 351.40826416
 350.97733612 349.43054657 346.93806763 337.14777832]
